TRINITY_DN55237_c0_g1_i1	"putative glutamate--tRNA ligase
TRINITY_DN2202_c0_g1_i1	hypothetical protein AK812_SmicGene35292
TRINITY_DN62294_c0_g1_i1	hypothetical protein AK812_SmicGene2435
TRINITY_DN20641_c0_g1_i1	---NA---
TRINITY_DN54628_c0_g1_i1	hypothetical protein AK812_SmicGene10167
TRINITY_DN21370_c0_g2_i8	2-deoxy-scyllo-inosose synthase
TRINITY_DN53228_c0_g1_i1	hypothetical protein AK812_SmicGene24843
TRINITY_DN63629_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN43674_c0_g1_i1	hypothetical protein AK812_SmicGene139
TRINITY_DN47150_c0_g1_i1	hypothetical protein AK812_SmicGene39901
TRINITY_DN32050_c0_g1_i1	Alpha N-terminal protein methyltransferase 1
TRINITY_DN23026_c0_g1_i1	Ribosome biogenesis protein TSR3
TRINITY_DN53592_c0_g1_i1	---NA---
TRINITY_DN18342_c0_g2_i2	Vacuolar protein sorting-associated protein 13C
TRINITY_DN2449_c0_g1_i1	putative polygalacturonase
TRINITY_DN15143_c0_g1_i1	"Acetyl-CoA carboxylase
TRINITY_DN49964_c0_g1_i1	WW domain-containing oxidoreductase
TRINITY_DN32373_c0_g1_i1	Beta-galactosidase
TRINITY_DN62636_c0_g1_i1	Ankyrin repeat domain-containing protein 17
TRINITY_DN21566_c1_g1_i1	Thrombospondin-type laminin G domain and EAR repeat-containing protein
TRINITY_DN17194_c0_g1_i1	hypothetical protein AK812_SmicGene14268
TRINITY_DN13979_c0_g1_i1	Regulator of telomere elongation helicase 1
TRINITY_DN9154_c0_g1_i1	hypothetical protein AK812_SmicGene31027
TRINITY_DN22420_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN2973_c0_g1_i1	hypothetical protein AK812_SmicGene18914
TRINITY_DN21455_c3_g2_i4	Pre-mRNA-processing factor 40-like A
TRINITY_DN48806_c0_g1_i1	---NA---
TRINITY_DN6711_c0_g1_i1	Protein TAPT1-like
TRINITY_DN255_c0_g2_i1	---NA---
TRINITY_DN17026_c0_g1_i1	DNA repair protein RAD5
TRINITY_DN16776_c0_g1_i4	hypothetical protein AK812_SmicGene1991
TRINITY_DN61736_c0_g1_i1	---NA---
TRINITY_DN2778_c0_g2_i1	UPF0160 protein
TRINITY_DN25120_c0_g1_i1	putative ATP-dependent helicase HRQ1
TRINITY_DN9510_c0_g1_i1	hypothetical protein AK812_SmicGene24068
TRINITY_DN9001_c0_g2_i1	E3 ubiquitin-protein ligase TRIM71
TRINITY_DN233_c0_g1_i1	Protein lifeguard 1
TRINITY_DN10300_c0_g1_i1	predicted protein of CLR family
TRINITY_DN64444_c0_g1_i1	oxidoreductase [Mameliella phaeodactyli]
TRINITY_DN13371_c1_g1_i1	---NA---
TRINITY_DN54756_c0_g1_i1	hypothetical protein AK812_SmicGene3340
TRINITY_DN67501_c0_g1_i1	---NA---
TRINITY_DN17045_c0_g1_i1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
TRINITY_DN228_c0_g1_i1	extended synaptotagmin-2-like
TRINITY_DN47100_c0_g1_i1	hypothetical protein AK812_SmicGene6794
TRINITY_DN69521_c0_g1_i1	---NA---
TRINITY_DN10213_c0_g1_i1	hypothetical protein AK812_SmicGene34092
TRINITY_DN27091_c0_g1_i1	hypothetical protein AK812_SmicGene7839
TRINITY_DN11028_c0_g1_i1	muscle-specific protein 20-like
TRINITY_DN67377_c0_g1_i1	hypothetical protein F751_6825
TRINITY_DN16994_c0_g1_i3	"Proline dehydrogenase 1
TRINITY_DN11898_c0_g1_i2	"methyltransferase
TRINITY_DN11620_c0_g2_i1	Canalicular multispecific organic anion transporter 1
TRINITY_DN21898_c0_g1_i1	Leucine-rich repeat protein SHOC-2
TRINITY_DN1187_c0_g2_i1	Craniofacial development protein 1
TRINITY_DN31193_c0_g2_i1	Lipase maturation factor 1
TRINITY_DN29803_c0_g1_i1	hypothetical protein AK812_SmicGene31672
TRINITY_DN9055_c0_g1_i1	hypothetical protein AK812_SmicGene9514
TRINITY_DN8724_c0_g1_i1	Ribonuclease HI
TRINITY_DN4627_c0_g1_i1	hypothetical protein
TRINITY_DN32432_c0_g1_i1	Hsp90 co-chaperone Cdc37
TRINITY_DN49275_c0_g1_i1	"Heat shock protein 75 kDa
TRINITY_DN22869_c0_g1_i1	"hypothetical protein AURANDRAFT_11609
TRINITY_DN6177_c0_g2_i1	GH3 domain-containing protein
TRINITY_DN53162_c0_g1_i1	---NA---
TRINITY_DN24070_c0_g1_i1	hypothetical protein AK812_SmicGene31120
TRINITY_DN4864_c0_g2_i1	hypothetical protein AK812_SmicGene39952
TRINITY_DN11843_c0_g2_i1	ATP-dependent Clp protease proteolytic subunit 2
TRINITY_DN8924_c0_g2_i1	---NA---
TRINITY_DN4207_c0_g2_i1	Sphingosine-1-phosphate lyase
TRINITY_DN14837_c0_g1_i1	predicted protein
TRINITY_DN17384_c0_g1_i2	---NA---
TRINITY_DN46900_c0_g1_i1	Protein NLRC3
TRINITY_DN19534_c0_g1_i1	hypothetical protein AK812_SmicGene12408
TRINITY_DN15185_c1_g2_i1	ribosomal large subunit pseudouridine synthase C
TRINITY_DN63338_c0_g1_i1	Protein NLRC3
TRINITY_DN17097_c0_g1_i2	60S ribosomal protein L18a-3
TRINITY_DN12470_c0_g2_i1	predicted protein
TRINITY_DN30047_c0_g1_i1	helicase conserved c-terminal domain containing protein
TRINITY_DN19985_c0_g1_i4	Dehydrogenase/reductase SDR family member 13
TRINITY_DN23596_c0_g1_i1	Protein STIP1-like
TRINITY_DN43407_c0_g1_i1	hypothetical protein AK812_SmicGene29224
TRINITY_DN1087_c0_g1_i1	predicted protein
TRINITY_DN27454_c0_g1_i1	Delta(5) fatty acid desaturase B
TRINITY_DN10343_c0_g1_i1	Retrovirus-related Pol polyprotein from transposon TNT 1-94
TRINITY_DN17035_c0_g1_i2	---NA---
TRINITY_DN21037_c0_g1_i2	Peptidyl-prolyl cis-trans isomerase FKBP65
TRINITY_DN52579_c0_g1_i1	Ankyrin repeat domain-containing protein 17
TRINITY_DN31437_c0_g1_i1	hypothetical protein AK812_SmicGene15644
TRINITY_DN65670_c0_g1_i1	Ankyrin repeat domain-containing protein 50
TRINITY_DN40458_c0_g1_i1	Voltage-dependent L-type calcium channel subunit alpha-1C
TRINITY_DN6892_c0_g1_i1	hypothetical protein AK812_SmicGene36065
TRINITY_DN30428_c0_g1_i1	tap domain protein
TRINITY_DN48706_c0_g1_i1	hypothetical protein AK812_SmicGene25779
TRINITY_DN5236_c0_g2_i1	hypothetical protein AK812_SmicGene34660
TRINITY_DN65178_c0_g1_i1	DNA (cytosine-5)-methyltransferase
TRINITY_DN9949_c0_g1_i1	Kinesin-like protein KIF13B
TRINITY_DN4219_c0_g2_i1	Tagatose-6-phosphate kinase
TRINITY_DN27682_c0_g1_i1	---NA---
TRINITY_DN36965_c0_g1_i1	---NA---
TRINITY_DN35948_c0_g1_i1	---NA---
TRINITY_DN38148_c0_g1_i1	Thioredoxin domain-containing protein
TRINITY_DN64258_c0_g1_i1	---NA---
TRINITY_DN33020_c0_g1_i1	Thiopurine S-methyltransferase
TRINITY_DN46609_c0_g1_i1	Kinase D-interacting substrate of 220 kDa
TRINITY_DN30386_c0_g1_i1	Radial spoke head 1-like
TRINITY_DN15124_c0_g2_i1	cAMP-dependent protein kinase catalytic subunit PRKX
TRINITY_DN6688_c0_g1_i1	Ankyrin repeat domain-containing protein 50
TRINITY_DN43136_c0_g1_i1	---NA---
TRINITY_DN1253_c0_g1_i1	"succinate dehydrogenase
TRINITY_DN61773_c0_g1_i1	hypothetical protein AK812_SmicGene26308
TRINITY_DN8477_c0_g1_i1	hypothetical protein AK812_SmicGene40531
TRINITY_DN15014_c0_g1_i1	leucine carboxyl methyltransferase
TRINITY_DN41027_c0_g1_i1	hypothetical protein AK812_SmicGene3899
TRINITY_DN42432_c0_g1_i1	Sister chromatid cohesion protein PDS5-like A
TRINITY_DN19805_c0_g1_i2	hypothetical protein AK812_SmicGene17374
TRINITY_DN14672_c0_g1_i1	hypothetical protein AK812_SmicGene23326
TRINITY_DN42250_c0_g1_i1	hypothetical protein AK812_SmicGene37139
TRINITY_DN4568_c0_g1_i1	Zinc finger HIT domain-containing protein 2
TRINITY_DN51257_c0_g1_i1	---NA---
TRINITY_DN17914_c0_g1_i1	Glutathione gamma-glutamylcysteinyltransferase
TRINITY_DN11230_c0_g1_i1	TBC domain containing protein
TRINITY_DN12102_c0_g2_i1	---NA---
TRINITY_DN42545_c0_g1_i1	---NA---
TRINITY_DN55540_c0_g1_i1	"hypothetical protein AK812_SmicGene45028
TRINITY_DN23890_c0_g1_i1	Histone-lysine N-methyltransferase Smyd1
TRINITY_DN40333_c0_g1_i1	hypothetical protein AK812_SmicGene29812
TRINITY_DN57783_c0_g1_i1	---NA---
TRINITY_DN11813_c0_g1_i1	"BChain B
TRINITY_DN4494_c0_g1_i1	Sodium channel protein type 11 subunit alpha
TRINITY_DN18940_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN12261_c0_g1_i1	Tyrosinase
TRINITY_DN9722_c0_g2_i1	Retrovirus-related Pol polyprotein from transposon TNT 1-94
TRINITY_DN5786_c0_g1_i1	Amino Acid/Auxin Permease (AAAP) Family
TRINITY_DN22024_c0_g1_i1	hypothetical protein AK812_SmicGene25868
TRINITY_DN20378_c0_g1_i1	Catechol O-methyltransferase
TRINITY_DN50559_c0_g1_i1	---NA---
TRINITY_DN16213_c0_g1_i1	Histone-lysine N-methyltransferase SMYD3
TRINITY_DN56486_c0_g1_i1	peptidase family c78 protein
TRINITY_DN30757_c0_g1_i1	Alpha/beta hydrolase domain-containing protein 17C
TRINITY_DN5753_c0_g1_i1	---NA---
TRINITY_DN12921_c0_g1_i1	Major facilitator superfamily domain-containing protein 6-B
TRINITY_DN16983_c0_g1_i1	---NA---
TRINITY_DN6078_c0_g2_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN46523_c0_g1_i1	hypothetical protein Ctob_015329
TRINITY_DN38727_c0_g1_i1	High affinity nitrate transporter 2.5
TRINITY_DN5171_c0_g1_i1	hypothetical protein AK812_SmicGene22015
TRINITY_DN66458_c0_g1_i1	hypothetical protein AK812_SmicGene28860
TRINITY_DN28667_c0_g1_i1	Eukaryotic translation initiation factor 3 subunit G
TRINITY_DN16721_c0_g2_i1	Phosphatidylinositol 4-phosphate 5-kinase 5
TRINITY_DN53943_c0_g1_i1	---NA---
TRINITY_DN70184_c0_g1_i1	---NA---
TRINITY_DN12003_c0_g1_i1	tRNA:m(4)X modification enzyme TRM13
TRINITY_DN51114_c0_g1_i1	hypothetical protein AK812_SmicGene14503
TRINITY_DN62323_c0_g1_i1	enoyl-CoA hydratase
TRINITY_DN48812_c0_g1_i1	hypothetical protein AMK59_8650
TRINITY_DN99_c0_g1_i1	Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM
TRINITY_DN18025_c0_g5_i1	hypothetical protein AK812_SmicGene16539
TRINITY_DN33299_c0_g1_i1	hypothetical protein AK812_SmicGene25706
TRINITY_DN49548_c0_g1_i1	hypothetical protein AK812_SmicGene5924
TRINITY_DN11189_c0_g1_i1	---NA---
TRINITY_DN50951_c0_g1_i1	---NA---
TRINITY_DN58997_c0_g1_i1	---NA---
TRINITY_DN50232_c0_g1_i1	conserved hypothetical protein
TRINITY_DN61330_c0_g1_i1	---NA---
TRINITY_DN56151_c0_g1_i1	Canalicular multispecific organic anion transporter 1
TRINITY_DN47761_c0_g1_i1	hypothetical protein AK812_SmicGene23594
TRINITY_DN61088_c0_g1_i1	hypothetical protein AK812_SmicGene24371
TRINITY_DN14887_c0_g2_i1	Agglutinin-like protein 7
TRINITY_DN37985_c0_g1_i1	hypothetical protein AK812_SmicGene21217
TRINITY_DN45833_c0_g1_i1	---NA---
TRINITY_DN46677_c0_g1_i1	putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
TRINITY_DN12784_c0_g1_i2	Nucleoside diphosphate-linked moiety X motif 22
TRINITY_DN62848_c0_g1_i1	SpoU rRNA Methylase family
TRINITY_DN46988_c0_g1_i1	methyltransferase MJ0928
TRINITY_DN67298_c0_g1_i1	Formimidoylglutamase
TRINITY_DN58079_c0_g1_i1	tetratricopeptide repeat protein
TRINITY_DN57469_c0_g1_i1	TKL protein kinase
TRINITY_DN55291_c0_g1_i1	Transposon Ty2-C Gag-Pol polyprotein
TRINITY_DN46373_c0_g1_i1	Inositol phosphoceramide mannosyltransferase 3
TRINITY_DN49939_c0_g1_i1	putative glycolipid 2-alpha-mannosyltransferase protein
TRINITY_DN41535_c0_g1_i1	Ubiquitin-conjugating enzyme E2 2
TRINITY_DN2832_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN32458_c0_g1_i1	Vegetative incompatibility protein HET-E-1
TRINITY_DN41842_c0_g1_i1	putative WD repeat-containing protein C17D11.16
TRINITY_DN16003_c0_g1_i1	Dipeptidyl peptidase family member 6
TRINITY_DN35749_c0_g1_i1	---NA---
TRINITY_DN34058_c0_g1_i1	---NA---
TRINITY_DN33215_c0_g1_i1	Pepsin A
TRINITY_DN69647_c0_g1_i1	---NA---
TRINITY_DN67383_c0_g1_i1	---NA---
TRINITY_DN42220_c0_g1_i1	"hypothetical protein AK812_SmicGene34516
TRINITY_DN14118_c0_g1_i1	putative helicase MAGATAMA 3
TRINITY_DN69039_c0_g1_i1	---NA---
TRINITY_DN26423_c0_g1_i1	---NA---
TRINITY_DN63009_c0_g1_i1	hypothetical protein AK812_SmicGene27111
TRINITY_DN26070_c0_g1_i1	hypothetical protein PPERSA_00385
TRINITY_DN41964_c0_g1_i1	---NA---
TRINITY_DN13019_c0_g1_i2	hypothetical protein AK812_SmicGene4719
TRINITY_DN3109_c0_g1_i1	hypothetical protein AK812_SmicGene24796
TRINITY_DN6384_c0_g2_i1	Cancer-related nucleoside-triphosphatase
TRINITY_DN45631_c0_g1_i1	---NA---
TRINITY_DN50106_c0_g1_i1	unnamed protein product
TRINITY_DN19516_c0_g1_i1	hypothetical protein AK812_SmicGene11326
TRINITY_DN41599_c0_g1_i1	Extended synaptotagmin-3
TRINITY_DN57734_c0_g1_i1	---NA---
TRINITY_DN28098_c0_g1_i1	---NA---
TRINITY_DN59001_c0_g1_i1	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
TRINITY_DN49938_c0_g1_i1	---NA---
TRINITY_DN30315_c0_g1_i1	hypothetical protein AK812_SmicGene4587
TRINITY_DN10858_c0_g2_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN4735_c0_g2_i1	Serine/threonine-protein phosphatase 5
TRINITY_DN46467_c0_g3_i1	Pre-mRNA-processing factor 39
TRINITY_DN30930_c0_g1_i1	hypothetical protein AK812_SmicGene27943
TRINITY_DN22806_c0_g1_i1	Dual specificity protein kinase splA
TRINITY_DN53933_c0_g1_i1	---NA---
TRINITY_DN30702_c0_g1_i1	Double-strand break repair protein MRE11A
TRINITY_DN33820_c0_g1_i1	hypothetical protein AK812_SmicGene20829
TRINITY_DN60110_c0_g1_i1	acyltransferase
TRINITY_DN43268_c0_g1_i1	hypothetical protein AK812_SmicGene13742
TRINITY_DN28990_c0_g1_i1	---NA---
TRINITY_DN26782_c0_g1_i1	Nef-associated protein 1
TRINITY_DN5046_c0_g1_i1	Cyclin-L2
TRINITY_DN41534_c0_g1_i1	Nicotinamide phosphoribosyltransferase
TRINITY_DN48646_c0_g1_i1	---NA---
TRINITY_DN55800_c0_g1_i1	---NA---
TRINITY_DN42826_c0_g1_i1	---NA---
TRINITY_DN48515_c0_g1_i1	hypothetical protein AK812_SmicGene37520
TRINITY_DN8378_c0_g1_i1	hypothetical protein AK812_SmicGene35220
TRINITY_DN16403_c0_g1_i1	hypothetical protein AK812_SmicGene22439
TRINITY_DN19373_c0_g1_i3	Exosome component 10
TRINITY_DN69159_c0_g1_i1	hypothetical protein AK812_SmicGene31226
TRINITY_DN62483_c0_g1_i1	Bidirectional sugar transporter SWEET14
TRINITY_DN27343_c0_g1_i1	---NA---
TRINITY_DN4930_c0_g1_i1	hypothetical protein AK812_SmicGene35436
TRINITY_DN15046_c1_g1_i1	---NA---
TRINITY_DN9890_c0_g2_i1	hypothetical protein AK812_SmicGene13139
TRINITY_DN38534_c0_g1_i1	putative folate-biopterin transporter 3
TRINITY_DN9988_c0_g2_i1	---NA---
TRINITY_DN15391_c0_g2_i2	putative metal chaperone YciC
TRINITY_DN14697_c0_g1_i1	"eukaryotic translation initiation factor
TRINITY_DN7148_c0_g2_i1	Ferredoxin
TRINITY_DN64974_c0_g1_i1	Aspartyl/asparaginyl beta-hydroxylase
TRINITY_DN2961_c0_g1_i1	Nuclear localization sequence-binding protein
TRINITY_DN24207_c0_g1_i1	hypothetical protein AK812_SmicGene6170
TRINITY_DN55062_c0_g1_i1	hypothetical protein AK812_SmicGene8997
TRINITY_DN15530_c0_g1_i1	---NA---
TRINITY_DN44572_c0_g1_i1	---NA---
TRINITY_DN10414_c0_g1_i1	putative serine/threonine-protein kinase pats1
TRINITY_DN29807_c0_g1_i1	hypothetical protein AK812_SmicGene39441
TRINITY_DN18828_c0_g1_i1	Phosphopantothenate--cysteine ligase 1
TRINITY_DN57439_c0_g1_i1	n-acetyltransferase family protein
TRINITY_DN9673_c0_g1_i1	Phytanoyl-CoA dioxygenase domain-containing protein 1
TRINITY_DN57600_c0_g1_i1	Obg-like ATPase 1
TRINITY_DN26340_c0_g2_i1	hypothetical protein AK812_SmicGene17374
TRINITY_DN43455_c0_g1_i1	hypothetical protein AK812_SmicGene10317
TRINITY_DN41993_c0_g1_i1	---NA---
TRINITY_DN38910_c0_g1_i1	hypothetical protein AK812_SmicGene26364
TRINITY_DN17552_c0_g2_i2	hypothetical protein AK812_SmicGene11023
TRINITY_DN17895_c0_g1_i2	Palmitoyltransferase PFA3
TRINITY_DN49977_c0_g1_i1	jmjC domain-containing protein 8
TRINITY_DN30922_c0_g1_i1	---NA---
TRINITY_DN15940_c0_g2_i1	hypothetical protein AK812_SmicGene22388
TRINITY_DN24157_c0_g1_i1	Aspartyl/asparaginyl beta-hydroxylase
TRINITY_DN64908_c0_g1_i1	hypothetical protein AK812_SmicGene32550
TRINITY_DN2213_c0_g2_i1	hypothetical protein AK812_SmicGene20753
TRINITY_DN65551_c0_g1_i1	Ankyrin repeat and KH domain-containing protein R11A8.7
TRINITY_DN24113_c0_g1_i1	tRNA:m(4)X modification enzyme TRM13
TRINITY_DN39092_c0_g1_i1	hypothetical protein AK812_SmicGene31379
TRINITY_DN45646_c0_g1_i1	---NA---
TRINITY_DN47632_c0_g1_i1	Uncharacterized protein C57A10.07
TRINITY_DN59566_c0_g1_i1	Formate/nitrite transporter
TRINITY_DN38249_c0_g1_i1	ankyrin repeat protein
TRINITY_DN31639_c0_g1_i1	---NA---
TRINITY_DN17658_c0_g1_i3	Dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1
TRINITY_DN63194_c0_g1_i1	hypothetical protein AK812_SmicGene31181
TRINITY_DN59062_c0_g1_i1	predicted protein
TRINITY_DN667_c0_g1_i1	endonuclease/exonuclease/phosphatase family protein
TRINITY_DN6849_c0_g1_i1	Ribosomal RNA small subunit methyltransferase F
TRINITY_DN58296_c0_g1_i1	hypothetical protein AK812_SmicGene14798
TRINITY_DN15811_c0_g1_i1	predicted protein
TRINITY_DN657_c0_g1_i1	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase
TRINITY_DN14088_c0_g1_i1	ATP-dependent RNA helicase DBP2
TRINITY_DN9115_c0_g1_i1	hypothetical protein AK812_SmicGene25666
TRINITY_DN22701_c0_g1_i1	"Threonine--tRNA ligase
TRINITY_DN15436_c0_g3_i1	hypothetical protein AK812_SmicGene23232
TRINITY_DN32444_c0_g1_i1	Metacaspase-1
TRINITY_DN33578_c0_g1_i1	hypothetical protein AK812_SmicGene18763
TRINITY_DN34980_c0_g1_i1	Acetyl-CoA carboxylase 2
TRINITY_DN9529_c1_g1_i1	---NA---
TRINITY_DN25679_c0_g1_i1	"L-galactono-1
TRINITY_DN49354_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN44279_c0_g1_i1	---NA---
TRINITY_DN6079_c0_g1_i1	leucine rich repeat protein
TRINITY_DN55868_c0_g1_i1	peptidase C14
TRINITY_DN49240_c0_g1_i1	hypothetical protein AK812_SmicGene19040
TRINITY_DN36766_c0_g1_i1	---NA---
TRINITY_DN52268_c0_g1_i1	---NA---
TRINITY_DN15381_c0_g1_i1	putative alpha-galactosidase
TRINITY_DN49462_c0_g1_i1	ERAD-associated E3 ubiquitin-protein ligase DOA10
TRINITY_DN42754_c0_g1_i1	hypothetical protein AK812_SmicGene18190
TRINITY_DN23378_c0_g1_i1	hypothetical protein AK812_SmicGene2396
TRINITY_DN18175_c0_g1_i1	hypothetical protein AK812_SmicGene28895
TRINITY_DN15019_c0_g1_i1	---NA---
TRINITY_DN52399_c0_g1_i1	---NA---
TRINITY_DN21015_c0_g2_i5	ATP-dependent Clp protease ATP-binding subunit clpA-like
TRINITY_DN22170_c0_g1_i1	Catechol O-methyltransferase
TRINITY_DN68686_c0_g1_i1	---NA---
TRINITY_DN49002_c0_g1_i1	26S protease regulatory subunit 4-like
TRINITY_DN62667_c0_g1_i1	Tubulin-tyrosine ligase family protein [Marinomonas gallaica]
TRINITY_DN11348_c0_g2_i1	Calcium-dependent protein kinase 2
TRINITY_DN25203_c0_g1_i1	hypothetical protein AK812_SmicGene28439
TRINITY_DN38405_c0_g1_i1	---NA---
TRINITY_DN12660_c0_g1_i1	Copia protein
TRINITY_DN13462_c0_g2_i2	polyamine transporter PUT1 isoform X2
TRINITY_DN57131_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN32604_c0_g1_i1	D-xylose-proton symporter-like 1
TRINITY_DN21863_c0_g1_i1	GTPase HflX
TRINITY_DN40511_c0_g1_i1	putative vacuolar membrane protein
TRINITY_DN1093_c0_g1_i1	SET domain-containing protein 5
TRINITY_DN52082_c0_g1_i1	---NA---
TRINITY_DN48912_c0_g1_i1	---NA---
TRINITY_DN788_c0_g1_i1	hypothetical protein AK812_SmicGene11451
TRINITY_DN25325_c0_g1_i1	hypothetical protein AK812_SmicGene18859
TRINITY_DN47349_c0_g1_i1	Potassium voltage-gated channel subfamily H member 7
TRINITY_DN64999_c0_g1_i1	---NA---
TRINITY_DN40506_c0_g1_i1	Nucleolar protein 10
TRINITY_DN7009_c1_g1_i1	---NA---
TRINITY_DN49736_c0_g1_i1	---NA---
TRINITY_DN25559_c0_g1_i1	hypothetical protein AK812_SmicGene19468
TRINITY_DN41145_c0_g1_i1	hypothetical protein AK812_SmicGene23180
TRINITY_DN41827_c0_g1_i1	Interferon-induced guanylate-binding protein 1
TRINITY_DN65314_c0_g1_i1	hypothetical protein AK812_SmicGene16500
TRINITY_DN16792_c0_g1_i2	hypothetical protein AK812_SmicGene21526
TRINITY_DN4472_c0_g2_i1	hypothetical protein AK812_SmicGene14935
TRINITY_DN1069_c0_g2_i1	hypothetical protein AK812_SmicGene28758
TRINITY_DN1951_c0_g1_i1	hypothetical protein Ctob_014830
TRINITY_DN69733_c0_g1_i1	---NA---
TRINITY_DN19148_c0_g1_i2	hypothetical protein AK812_SmicGene20447
TRINITY_DN28081_c0_g1_i1	---NA---
TRINITY_DN39136_c0_g1_i1	Sodium channel protein type 11 subunit alpha
TRINITY_DN40351_c0_g1_i1	hypothetical protein AK812_SmicGene8909
TRINITY_DN1675_c0_g1_i1	"TBC domain containing protein
TRINITY_DN57433_c0_g1_i1	Kinase D-interacting substrate of 220 kDa
TRINITY_DN62656_c0_g1_i1	Protein NLRC3
TRINITY_DN4968_c0_g1_i1	unnamed protein product
TRINITY_DN65682_c0_g1_i1	hypothetical protein AK812_SmicGene8290
TRINITY_DN16175_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC1
TRINITY_DN7598_c0_g1_i1	Modification methylase ScrFIA
TRINITY_DN55541_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN9555_c0_g1_i1	putative glucuronosyltransferase GUT1
TRINITY_DN8864_c0_g1_i1	---NA---
TRINITY_DN68502_c0_g1_i1	---NA---
TRINITY_DN12486_c0_g3_i1	glycosyl hydrolase
TRINITY_DN59340_c0_g1_i1	---NA---
TRINITY_DN67137_c0_g1_i1	Alpha/beta hydrolase domain-containing protein 17C
TRINITY_DN15678_c0_g1_i1	Recovery protein 3 isoform 3
TRINITY_DN1005_c0_g2_i1	hypothetical protein AK812_SmicGene23859
TRINITY_DN13264_c0_g2_i1	putative E3 ubiquitin-protein ligase HERC1
TRINITY_DN17823_c0_g2_i1	putative WD repeat-containing protein
TRINITY_DN7733_c0_g2_i1	E3 ubiquitin-protein ligase RNF12-B
TRINITY_DN50266_c0_g1_i1	---NA---
